GEO_NAME,areatype,pop_size,division,region,commute,hh_chil,edu_hs,edu_coll,income,income2,no_car,female,age,senior,white,black,indian,asian,hawaiian,other,hispanic
"Hinesville-Fort Stewart, GA  Metro Area",2,76090,9,4,19.9,41.5,92.3,17.9,44148,44.148,6.3,50.3,24.9,5.1,55.3,39.9,-999999999,2,-999999999,3.5,8.1
"Holland-Grand Haven, MI  Metro Area",2,261957,4,2,20.1,36.8,90.9,30.5,51047,51.047,5.1,50.6,34.6,11.6,91.8,1.9,.7,2.8,-999999999,4.1,8.2
"Homosassa Springs, FL  Micro Area",1,140357,9,4,25.8,16.9,85.5,17.7,38128,38.128,3.2,51.6,52.9,30.6,93.9,3.8,.5,1.7,-999999999,1.3,4.2
"Honolulu, HI  Metro Area",2,907574,10,5,27.1,30.1,90.5,31.3,67744,67.744,10.4,49.5,37.3,14.9,40.1,5.2,2.3,58.8,22.6,2.2,8.1
"Hot Springs, AR  Metro Area",2,98479,7,4,20.3,21.9,86.6,21.7,37678,37.678,7.7,51.4,44.4,21.4,88,8.9,1.3,-999999999,-999999999,2.6,4.2
"Houma-Bayou Cane-Thibodaux, LA  Metro Area",2,202973,7,4,25.6,33,74.9,15.9,47747,47.747,7.4,51.3,35.1,11.8,78.6,17.1,4.6,1.1,-999999999,1.2,2.7
"Houston-Sugar Land-Baytown, TX  Metro Area",2,5865086,7,4,27.6,36.6,80,27.9,54146,54.146,6.1,49.9,32.9,8.5,69.1,17.3,1.1,6.4,.1,7.8,34.4
"Huntington-Ashland, WV-KY-OH  Metro Area",2,285624,4,2,21.8,27.1,84.2,17.9,36066,36.066,9.3,51.3,39.6,16,96.9,3.2,.8,.7,-999999999,.2,.9
"Huntsville, AL  Metro Area",2,406316,8,4,21.5,29.5,87.5,34.1,54550,54.55,5.1,50.8,37,12.5,74.5,22.9,1.5,2.6,-999999999,.8,3.4
"Idaho Falls, ID  Metro Area",2,126851,2,1,20.5,39.1,90.5,24.8,49039,49.039,4,50.1,31,10.3,94.5,1.3,1,1.1,-999999999,3.4,9.9
"Indiana, PA  Micro Area",1,87450,5,3,24.6,24.4,86.6,16.6,39582,39.582,8.3,50.5,38.7,16,96.8,2.2,.8,-999999999,-999999999,.4,.8
"Indianapolis-Carmel, IN  Metro Area",2,1744680,4,2,24.2,31.7,87.6,31.1,50410,50.41,6.3,51,35.4,10.8,81.2,15.4,.6,2.3,0,2.4,5.1
"Iowa City, IA  Metro Area",2,152263,3,2,17.7,23.9,94.3,45.1,48767,48.767,5.7,50.2,29.5,10,91.8,4.2,.4,4.4,-999999999,1.6,3.6
"Ithaca, NY  Metro Area",2,101779,5,3,18.3,23.6,91.5,47.6,45010,45.01,13.1,50,28.7,10.2,84.4,4,.5,10.4,-999999999,2.4,4
"Jackson, MI  Metro Area",2,159828,4,2,24.6,28.8,86.7,18.8,46650,46.65,6.9,49.2,39.1,13.9,90.2,8.6,1.1,1,-999999999,1.2,2.9
"Jackson, MS  Metro Area",2,540866,8,4,22.7,31.4,84.6,28.8,44104,44.104,6.6,52,34.3,11.1,50.6,47.6,.5,1.1,-999999999,.9,1.7
"Jackson, TN  Metro Area",2,114153,8,4,19.4,32.6,82.9,23.5,38976,38.976,6.7,52.7,35.6,12.9,67.6,31.1,.1,.9,-999999999,.6,3.1
"Jacksonville, FL  Metro Area",2,1327812,9,4,25.5,30.1,88.2,27.3,50010,50.01,6.4,51.2,36.7,11.9,73,23.1,.8,3.8,.1,1.5,6.2
"Jacksonville, NC  Metro Area",2,173064,9,4,21.2,34.2,90.4,16.7,41231,41.231,3.8,44.6,24.1,7.2,77.3,18.7,1.2,2.8,-999999999,2.7,7.3
"Jamestown-Dunkirk-Fredonia, NY  Micro Area",1,133503,5,3,17.5,27.7,87.8,21.1,37849,37.849,11.3,51,39.7,16.2,95.6,3.5,1,.6,-999999999,1.6,5.2
"Janesville, WI  Metro Area",2,160155,4,2,20,33.4,87.5,18.8,48975,48.975,4.7,50.4,38.2,13.8,92.5,5.2,.9,1.3,-999999999,1.5,6.6
"Jefferson City, MO  Metro Area",2,146544,3,2,19.9,32.5,85.4,23.2,50600,50.6,6.6,48.5,36.4,11.7,90.4,7.9,1.5,.9,-999999999,1.4,2
"Johnson City, TN  Metro Area",2,197381,8,4,20.4,25.9,82.9,20.4,34495,34.495,5,50.8,40,15.8,95.2,4,.4,.7,-999999999,.7,2.3
"Johnstown, PA  Metro Area",2,143998,5,3,21.9,25.4,88.5,17.7,38870,38.87,11,50.8,43.6,18.8,95.7,4,.3,.7,-999999999,-999999999,1.3
"Jonesboro, AR  Metro Area",2,120139,7,4,17.6,33.7,79.4,20.6,36792,36.792,9.9,51.6,33,12.4,87.4,12.6,.8,.5,-999999999,.2,3.4
"Joplin, MO  Metro Area",2,174300,3,2,20.1,30.7,83.5,17.6,38541,38.541,5.5,51,36,13.5,94.8,2.3,2.3,1.2,.7,1.2,5.5
"Kahului-Wailuku, HI  Micro Area",1,145203,10,5,20.7,28.3,89.7,25.1,60502,60.502,4.8,49.4,38.4,12.7,59.4,.5,3.1,45.9,27.4,1.5,10.2
"Kalamazoo-Portage, MI  Metro Area",2,326634,4,2,20.7,29.4,89.7,29.3,41088,41.088,7.7,51.3,35.2,12.5,86.8,9.7,1.5,2.1,.3,2.4,5.1
"Kalispell, MT  Micro Area",1,89624,2,1,16.9,26.2,94.3,27.3,46435,46.435,2.4,49.8,40.6,14,98.2,-999999999,2.5,.8,-999999999,-999999999,2.7
"Kankakee-Bradley, IL  Metro Area",2,113215,4,2,22.2,28,85.6,17.5,50858,50.858,7.7,51.3,36.2,13.2,83.3,15.3,1.3,1.2,-999999999,1.9,7.7
"Kansas City, MO-KS  Metro Area",2,2066732,3,2,22.6,32.1,90,32.8,54521,54.521,6.1,50.8,36.2,11.7,83.4,12.7,1.7,2.5,.2,2.4,7.5
"Keene, NH  Micro Area",1,77045,6,3,21.5,25.4,91,29.9,52017,52.017,3.8,51.4,39.8,15,97.4,1,.7,1.2,-999999999,.7,1.4
"Kennewick-Pasco-Richland, WA  Metro Area",2,245649,1,1,22.4,35.3,84.1,24.6,54028,54.028,5.5,49,32.8,10.6,79.1,2.3,2,2.9,-999999999,17.4,27.4
"Key West, FL  Micro Area",1,73165,9,4,16.9,20.6,88.6,24.4,49721,49.721,6,48.1,45.6,15.7,90.5,7.3,-999999999,2,-999999999,-999999999,19.6
"Killeen-Temple-Fort Hood, TX  Metro Area",2,379231,7,4,19.1,38,87.6,18.3,44918,44.918,5,50.9,28.9,9.6,73.9,21.9,1.7,3.5,.8,3,18.9
"Kingsport-Bristol-Bristol, TN-VA  Metro Area",2,302887,8,4,22.7,26.5,82.4,16.9,36257,36.257,5.8,51.4,42.9,18,96.9,2.7,.8,.5,-999999999,.3,1
"Kingston, NY  Metro Area",2,181440,5,3,26.3,28.2,87.1,29.3,56485,56.485,6.8,50.6,40.9,14.6,89.3,7.7,.9,2,-999999999,2.8,7.7
"Klamath Falls, OR  Micro Area",1,66890,1,1,16.5,28.6,87.6,20.2,41298,41.298,8.2,51.9,42,16.9,91.2,.7,9,1.4,-999999999,2.3,10.2
"Knoxville, TN  Metro Area",2,699247,8,4,21.8,26.4,87.4,29.2,45156,45.156,5.3,51.3,38.8,14.4,91.4,7.4,.8,1.6,-999999999,.5,2.6
"Kokomo, IN  Metro Area",2,97133,4,2,23,29.3,89.2,19.6,47623,47.623,7.6,51.5,39.9,16.6,91.7,7.1,-999999999,1.3,-999999999,.8,2.2
"La Crosse, WI-MN  Metro Area",2,132923,4,2,18.8,25.7,92.8,27.4,50142,50.142,6.5,50.9,35.6,13.7,95.6,1.5,.7,3.4,-999999999,-999999999,1
"Lafayette, IN  Metro Area",2,194992,4,2,18.3,26.9,90.9,32,41608,41.608,5.8,48.9,28.1,10.1,91.1,3.7,.9,4.9,-999999999,1.5,7
"Lafayette, LA  Metro Area",2,263171,7,4,23.7,30.2,84.7,25.5,47400,47.4,5.8,51.5,34.1,10.7,71.4,27.1,.6,1.3,-999999999,.5,2.5
"Lake Charles, LA  Metro Area",2,192640,7,4,20.8,31.5,83,20.8,44287,44.287,6.9,51.1,35.4,12.7,74.7,24.3,.6,.9,-999999999,1,2.3
"Lake City, FL  Micro Area",1,69263,9,4,22.9,29.3,78.9,14.5,37321,37.321,3.6,50.1,37.8,13.7,80.3,18.7,1.7,.9,-999999999,1,3.5
"Lake Havasu City-Kingman, AZ  Metro Area",2,194825,2,1,18.5,21.2,83.2,12.2,40946,40.946,6,50.7,45.9,22.4,94.6,1.6,4.5,1.7,-999999999,2.6,14.1
"Lakeland-Winter Haven, FL  Metro Area",2,583403,9,4,25.6,27.3,81.8,17.9,41911,41.911,6,50.7,38.9,17.6,81.7,14.7,.9,1.9,.2,2.9,16.3
"Lancaster, PA  Metro Area",2,507766,5,3,22,29.4,83.2,23.7,55673,55.673,8.5,50.8,37.8,14.8,92.5,4.3,.5,1.9,-999999999,2.2,7.7
"Lancaster, SC  Micro Area",1,77767,9,4,27.6,26.7,78,16.3,40440,40.44,7.4,49.4,37.3,12.7,73.4,25.7,1.4,-999999999,-999999999,-999999999,4
"Lansing-East Lansing, MI  Metro Area",2,453603,4,2,21.3,28.4,92.1,31.7,47705,47.705,7.4,51.7,34.2,11.6,86.9,9.6,1.9,3.7,.1,1.7,5.1
"Laredo, TX  Metro Area",2,241438,7,4,21.4,44.9,63.5,19.2,38291,38.291,8.1,51.9,26.8,8.1,92.9,.5,.2,.7,-999999999,6.7,94.5
"Las Cruces, NM  Metro Area",2,206419,2,1,18.9,31,75,26.6,35717,35.717,5.5,50,31,12.3,90.2,2.6,1.7,1.1,-999999999,6,65.2
"Las Vegas-Paradise, NV  Metro Area",2,1902834,2,1,23.5,32,83,21.7,53505,53.505,7.7,49.2,34.5,10.7,76,11.1,1.4,9,1.1,5.3,29.3
"Laurel, MS  Micro Area",1,84226,8,4,22.2,31.9,80.3,14.8,31152,31.152,6.3,50.8,37.1,15.6,65.3,33.3,.3,-999999999,-999999999,2.9,4.9
"Lawrence, KS  Metro Area",2,116383,3,2,18.7,24.2,96.5,50.1,43367,43.367,5.4,50.7,26.4,9.3,89,5.4,5,4.2,-999999999,.6,4
"Lawton, OK  Metro Area",2,113228,7,4,16,34.5,89.4,19.8,47867,47.867,5.2,48.4,30.9,11.2,72,20,7.3,3.7,.4,2.5,10
"Lebanon, NH-VT  Micro Area",1,171739,6,3,22.2,25.1,91.6,32.8,50010,50.01,5.4,50.6,43.2,16.2,97.3,.8,1.3,1.7,-999999999,.6,1.5
"Lebanon, PA  Metro Area",2,130506,5,3,20.6,28.7,86.1,19.7,50728,50.728,6.7,51.2,40.6,17.1,92.4,2.4,-999999999,1.1,-999999999,6.3,7.8
"Lewiston-Auburn, ME  Metro Area",2,106539,6,3,23.9,24.1,85.1,16.7,39990,39.99,10.3,51.1,39.5,14.9,93.5,5.8,7.1,1,-999999999,.7,1.8
"Lewiston, ID-WA  Metro Area",2,60163,2,1,14.7,27.3,88,17.9,43119,43.119,6.7,49.9,41.7,18.4,93.6,1.2,6.8,-999999999,-999999999,1.1,3
"Lexington Park, MD  Micro Area",1,102999,9,4,29.4,36.7,88.1,28.2,72474,72.474,4,49.8,34.8,9.9,82.6,15.5,1.9,2.9,-999999999,1.2,3
"Lexington-Fayette, KY  Metro Area",2,470849,8,4,21.1,31,86.6,34.5,46735,46.735,7.1,51.1,34.9,11.2,84.5,11.7,.6,2.5,.1,2.6,5.4
"Lima, OH  Metro Area",2,104357,4,2,19.8,30.7,88.1,15.5,37855,37.855,9.2,50,38.1,14.6,87.7,13.4,1.1,.8,-999999999,.7,2
"Lincoln, NE  Metro Area",2,297783,3,2,17.7,28.6,93.5,34.9,47933,47.933,6.2,50.2,31.5,10.8,91.8,4.3,1.1,3.4,-999999999,1.2,4.8
"Lincolnton, NC  Micro Area",1,76043,9,4,28.8,33.1,82.2,16.7,47242,47.242,3.5,49,39.8,13,92.1,6.2,-999999999,-999999999,-999999999,1.6,8.6
"Little Rock-North Little Rock-Conway, AR  Metro Area",2,686212,7,4,22.8,29.1,88.2,26,45967,45.967,6.7,51.6,35.5,12,74.7,23,1.2,1.6,.1,1.6,3.9
"Logan, UT-ID  Metro Area",2,125909,2,1,17.2,38.2,92.8,35.1,45314,45.314,2.3,50.2,24.1,8.4,94.7,1.4,.3,3.3,-999999999,2.2,9.4
"Longview, TX  Metro Area",2,206874,7,4,21.1,30.7,81.8,17.5,43652,43.652,6.9,50.6,36,13.5,76.5,19.4,.9,.8,-999999999,4,12.4
"Longview, WA  Metro Area",2,101966,1,1,22.7,28.5,86.2,13.7,45493,45.493,6.3,50.5,38.8,14,95.8,1.1,2.6,1.9,.7,1.9,7.2
"Los Angeles-Long Beach-Santa Ana, CA  Metro Area",2,12874797,1,1,27.9,33.5,77.6,30.2,58525,58.525,8.3,50.3,34.6,10.8,57.2,7.8,1.3,15.1,.5,21.6,44.8
"Louisville-Jefferson County, KY-IN  Metro Area",2,1259031,4,2,23.2,29.5,86.8,24.9,46786,46.786,8.2,51.3,37.8,12.7,84.2,14.2,.8,1.6,0,1.2,3.2
"Lubbock, TX  Metro Area",2,277791,7,4,15.5,29.2,81.9,26.5,39146,39.146,6.9,51.2,28.6,11.6,82,7.9,1.1,1.5,.1,10,32
"Lufkin, TX  Micro Area",1,83675,7,4,22.4,32.6,80.2,14.2,37931,37.931,5.4,49.3,34.8,13,76.9,16.9,2,-999999999,-999999999,6.3,18.8
"Lumberton, NC  Micro Area",1,129559,9,4,23.2,29.5,69.9,13.9,24788,24.788,6.8,50.7,33.3,10.8,34.7,24.5,37.8,.8,-999999999,4.6,9
"Lynchburg, VA  Metro Area",2,243898,9,4,21.7,27.3,83.6,22.1,44800,44.8,8.4,52.2,39.8,15.8,80.6,18.5,.6,1.6,-999999999,.3,1.4
"Macon, GA  Metro Area",2,230940,9,4,22.4,27.4,84.5,22.6,39415,39.415,9,53.2,36,13.1,56.4,42.7,1,1.1,-999999999,.8,2
"Madera-Chowchilla, CA  Metro Area",2,148632,1,1,27.3,40.3,68.3,14.8,44135,44.135,5.3,51.1,33.8,10.5,83.3,4,4,2.4,-999999999,8.4,51.7
"Madison, WI  Metro Area",2,570025,4,2,21.1,27.1,94,41,56709,56.709,7.6,50.3,34.9,10.5,91,4.9,.9,4.4,.2,1.3,4.7
"Manchester-Nashua, NH  Metro Area",2,405906,6,3,25.9,31.3,90.2,33.3,64751,64.751,5,50.4,38.4,11.8,92.4,2.7,.6,3.5,-999999999,2.1,5.3
"Manhattan, KS  Metro Area",2,123086,3,2,17,30.6,94.7,34.8,43771,43.771,4.6,49.5,25.3,8.4,87.6,10.1,1.2,3.6,-999999999,.7,5.9
"Manitowoc, WI  Micro Area",1,80583,4,2,19.6,27.5,89.6,18,48088,48.088,3.1,49.8,43.3,16.3,96.1,-999999999,.9,3.4,-999999999,-999999999,2.9
"Mankato-North Mankato, MN  Metro Area",2,93234,3,2,17.7,26.6,93,31.4,46933,46.933,6.7,50.2,30.6,12,96,2.4,.5,1.9,-999999999,.5,2.4
"Mansfield, OH  Metro Area",2,124490,4,2,22.8,29.9,84.5,12.9,39350,39.35,6.3,49.7,40.6,16.1,88.6,11.3,.9,.3,-999999999,.8,1.2
"Marinette, WI-MI  Micro Area",1,67285,4,2,18.9,25.9,89,11.9,37893,37.893,7,50.2,45.7,18.6,98.5,-999999999,1.7,.8,-999999999,-999999999,1.3
"Marion-Herrin, IL  Micro Area",1,65169,4,2,21.7,30.3,87.6,22.1,39169,39.169,5.8,51.3,40.5,16,95.9,4.2,.8,-999999999,-999999999,-999999999,1.5
"Marion, IN  Micro Area",1,68796,4,2,17.9,26.9,85.9,15.4,39006,39.006,8.1,51.8,40.9,17,90.9,7.9,.9,-999999999,-999999999,1.1,3.1
"Marion, OH  Micro Area",1,65655,4,2,20.4,30.4,85.2,13.2,39621,39.621,7.4,47.5,39.2,13.7,94.2,6.2,3.3,-999999999,-999999999,.8,1.8
"Marquette, MI  Micro Area",1,65703,4,2,18.2,23.2,92.7,27.9,41275,41.275,8.6,50.4,38.5,14.4,95.4,1.1,3.9,.9,-999999999,-999999999,.6
"Marshfield-Wisconsin Rapids, WI  Micro Area",1,73932,4,2,18.6,29.6,90,19.9,44909,44.909,4.6,50.5,42.8,17.6,96.5,1.3,1.1,2,-999999999,.4,1.5
"Martinsville, VA  Micro Area",1,70273,9,4,24.9,29.8,76,13.3,33654,33.654,8.1,50.7,41.3,19.1,72.1,27.8,1.4,.4,-999999999,-999999999,6.7
"Mayagüez, PR  Metro Area",2,110966,10,5,19.8, , , ,15031,15.031,23.3,52.4,39,18.5,70.5,4,.2,-999999999,-999999999,26.9,98.3
"McAllen-Edinburg-Mission, TX  Metro Area",2,741152,7,4,21.1,46.7,60.7,16.1,30460,30.46,8.1,51,27.6,9.6,81.4,.7,.7,.9,-999999999,17.6,89.8
"Meadville, PA  Micro Area",1,88521,5,3,22.3,23.9,86.8,16.5,38192,38.192,9.1,51.2,41.5,16.4,97,2.5,.5,.5,-999999999,.6,1
"Medford, OR  Metro Area",2,201286,1,1,18.5,26.8,90.9,25.2,45989,45.989,5.9,51.6,42.4,17.5,95.8,1,2.1,1.8,1,1.8,9.4
"Memphis, TN-MS-AR  Metro Area",2,1304905,8,4,23.5,31.1,83.8,24.2,43633,43.633,8.5,51.9,34.8,10.5,51.6,45.4,1.3,2,.1,1.9,4.5
"Merced, CA  Metro Area",2,245321,1,1,26.9,41.5,66.1,11.3,39535,39.535,8.3,49.6,29.7,9.6,75.2,4.6,1.5,7.7,.4,13.5,53.1
"Meridian, MS  Micro Area",1,106297,8,4,22.2,33.1,81.4,16.3,32429,32.429,11.9,51,35.8,13.8,57.2,41.6,-999999999,.7,-999999999,-999999999,1.6
"Miami-Fort Lauderdale-Pompano Beach, FL  Metro Area",2,5547051,9,4,26.7,28.3,82.5,27.8,45946,45.946,8.7,51.2,39.2,15.9,73.2,21.2,.4,2.7,.1,4.3,40.3
"Michigan City-La Porte, IN  Metro Area",2,111063,4,2,20.8,30.2,86.3,18.8,46168,46.168,6.2,48.5,38.5,13.7,87.1,11.9,.8,-999999999,-999999999,1,4.8
"Midland, MI  Micro Area",1,82548,4,2,19.8,30.6,90.2,30.3,50053,50.053,6.1,50.3,40.8,14.4,94.7,1.6,.9,2.4,-999999999,1.3,2
"Midland, TX  Metro Area",2,132316,7,4,16,35.5,81.1,23,55021,55.021,3.1,51.2,33.1,11.4,85.6,7.1,1.8,1.3,-999999999,6.1,37.4
"Milwaukee-Waukesha-West Allis, WI  Metro Area",2,1559667,4,2,22.1,29.4,88.8,30.8,52024,52.024,9.7,51.2,37,12.5,78.8,17.1,1,3.1,.1,1.9,8.7
"Minneapolis-St. Paul-Bloomington, MN-WI  Metro Area",2,3269814,3,2,24.3,31.5,92.5,37.6,63114,63.114,7.3,50.4,36,10.5,85.7,7.5,1.3,5.8,.1,1.9,4.9
"Minot, ND  Micro Area",1,65073,3,2,16.4,28.9,92.5,25.9,50519,50.519,4,50.9,33.6,14.5,94.3,2.4,2.6,1.6,-999999999,1.2,2.8
"Missoula, MT  Metro Area",2,108623,2,1,15.8,24.1,91.9,37.4,38983,38.983,6.8,50.3,32.8,11.3,95.2,1.1,3.7,1.6,-999999999,.6,2.6
"Mobile, AL  Metro Area",2,411721,8,4,23.7,31.2,82.8,18.7,40047,40.047,6.3,52.2,35.4,12.5,62.4,35,1,2.4,-999999999,.5,2
"Modesto, CA  Metro Area",2,510385,1,1,26.1,38.2,74.4,16.3,48716,48.716,6.7,50.4,32.6,10.5,82.6,3.7,2,6.3,.8,8.5,40.3
"Monroe, LA  Metro Area",2,174086,7,4,22.5,31.5,85.2,23.6,37799,37.799,7.9,52.5,33.8,13.2,64.7,34.7,.4,.8,-999999999,-999999999,1.9
"Monroe, MI  Metro Area",2,152721,4,2,25,30.5,87.9,16,52824,52.824,5.4,50.2,39.8,12.8,96.4,3.5,.9,.9,-999999999,.6,2.8
"Montgomery, AL  Metro Area",2,367475,8,4,21.7,31.3,85.6,27.3,44287,44.287,7.1,51.8,35,11.9,55,43.8,.6,1.3,-999999999,.5,1.9
"Morgantown, WV  Metro Area",2,120327,9,4,24.2,22.5,86.9,26.8,34471,34.471,5.6,48.7,32.5,11.8,94.2,4.2,.5,2.1,-999999999,.3,1.6
"Morristown, TN  Metro Area",2,137612,8,4,23.8,30.5,78.2,13.6,35146,35.146,5.4,50.3,38.5,15.3,96,3.6,1.1,-999999999,-999999999,-999999999,6.8
"Moses Lake, WA  Micro Area",1,88098,1,1,19.5,37.6,74.5,12.9,46883,46.883,4.6,47.6,31.1,11.4,78.8,2.6,2.4,-999999999,-999999999,18.7,36.8
"Mount Airy, NC  Micro Area",1,72496,9,4,24.9,24.7,72.5,13.8,33159,33.159,6.7,51.1,41.1,16.6,92.4,4.2,.8,.7,-999999999,2.5,9.9
"Mount Pleasant, MI  Micro Area",1,67176,4,2,17.8,22.9,89.6,24.7,33787,33.787,9.2,52.8,24.7,10.6,92.2,3.3,4,2.3,-999999999,.5,2.9
"Mount Vernon-Anacortes, WA  Metro Area",2,119534,1,1,25.5,28.5,87.9,22.3,54856,54.856,4.4,50.7,40,15.1,92.6,1.3,2.5,2.8,.3,5,15.7
"Muncie, IN  Metro Area",2,115192,4,2,20,25.8,83.2,20.8,34781,34.781,8.4,52,33.5,14.8,94.2,5.9,4,1.2,-999999999,.5,1.5
"Muskegon-Norton Shores, MI  Metro Area",2,173951,4,2,20.4,31.8,87.9,15.4,38274,38.274,8.9,49.5,37.7,13.1,83.6,14.7,1.8,.8,-999999999,2,4.6
"Muskogee, OK  Micro Area",1,71412,7,4,19.4,28.5,81.9,15.9,31855,31.855,8.8,52.6,36.8,15,73.9,13.3,20.7,.8,-999999999,3.3,4.7
"Myrtle Beach-North Myrtle Beach-Conway, SC  Metro Area",2,263868,9,4,21.7,23.5,87.6,20.8,41321,41.321,6,51.4,41.7,17.8,82.1,14.4,.6,1.3,-999999999,2.8,5
"Napa, CA  Metro Area",2,134650,1,1,24.1,28.7,83.5,31.2,68541,68.541,4.2,49.2,39.2,14.9,81.1,2.4,2.4,7.6,.6,8.4,30.8
"Naples-Marco Island, FL  Metro Area",2,318537,9,4,21.6,20.8,85.8,31,52988,52.988,4.1,49,46.3,26.9,88.9,6.3,1.1,1.3,-999999999,3.4,26.2
"Nashville-Davidson--Murfreesboro--Franklin, TN  Metro A",2,1581908,8,4,25.8,31.1,86.9,31,51066,51.066,5.2,50.9,35.5,10.5,80.3,16,.8,2.4,.1,2,6
"New Bern, NC  Micro Area",1,121456,9,4,20,29.5,85.8,19,37416,37.416,10.2,51.3,38.2,16.9,73.8,24.1,.5,1.5,-999999999,2.1,4.8
"New Castle, PA  Micro Area",1,90160,5,3,21.8,24.5,85.8,18.5,43232,43.232,8.4,52.3,44,19.1,95.2,5.1,.8,-999999999,-999999999,.2,.9
"New Haven-Milford, CT  Metro Area",2,848006,6,3,23.5,30.5,87.6,32.7,60601,60.601,10.4,51.6,38.5,13.9,78.3,13.4,1.1,3.9,-999999999,6.4,13.7
"New Iberia, LA  Micro Area",1,75101,7,4,27.7,30.3,77.4,10.4,43204,43.204,7.9,52,34,12.4,66.2,31.9,1.2,2.5,-999999999,-999999999,2.4
"New Orleans-Metairie-Kenner, LA  Metro Area",2,1189981,7,4,24.7,29,84.7,26.2,46219,46.219,9.9,51.9,37.5,12.2,59.6,35.5,.8,3,-999999999,2.2,6.6
"New Philadelphia-Dover, OH  Micro Area",1,91137,4,2,21.3,27.5,85.9,13.5,40801,40.801,7.7,51,41.2,16.2,98.7,1.2,-999999999,-999999999,-999999999,-999999999,1.4
"New York-Northern New Jersey-Long Island, NY-NJ-PA  Met",2,19069796,5,3,34.6,30.5,84.3,35.6,62887,62.887,30.6,51.5,37.8,13,62.9,18.7,.7,10,0,9.8,21.8
"Niles-Benton Harbor, MI  Metro Area",2,160472,4,2,20,24,86.9,24.1,39508,39.508,7.3,51.9,39.8,15.8,82.1,15.6,.9,1.9,-999999999,1.2,4.2
"North Wilkesboro, NC  Micro Area",1,66555,9,4,25.5,28.5,73.5,11.9,33883,33.883,9.7,51.5,42.4,16.5,92.3,4.5,-999999999,-999999999,-999999999,2.9,5.6
"Norwich-New London, CT  Metro Area",2,266830,6,3,22.7,31.6,89.8,32.7,64148,64.148,5.1,51,40.2,14,87.6,7.2,1.9,4.3,-999999999,2.7,7
"Oak Harbor, WA  Micro Area",1,81054,1,1,26.8,19.3,92.4,28.1,55787,55.787,4.6,51.4,44.5,20.8,91.5,2.6,1,6,.9,2.1,4
"Ocala, FL  Metro Area",2,328547,9,4,25.2,21.8,83.9,17.5,39035,39.035,5,51.4,46.3,24.6,83.4,12.7,.7,1.6,-999999999,3.1,9.6
"Ocean City, NJ  Metro Area",2,96092,5,3,20.9,28.4,88,25.4,50184,50.184,10,52.4,47.2,21.3,91.5,6.3,.5,.3,-999999999,2.2,4.9
"Odessa, TX  Metro Area",2,134625,7,4,18.8,32.3,74.1,12.8,44097,44.097,5.1,51.3,30.3,10.5,88.1,5.7,2.1,1.1,-999999999,7,51.9
"Ogden-Clearfield, UT  Metro Area",2,542642,2,1,21.9,43.3,92.2,27.6,60208,60.208,3.9,49.5,30,9,91.1,1.9,1.3,2.4,.5,5.2,11.3
"Ogdensburg-Massena, NY  Micro Area",1,109715,5,3,19.2,28.1,87.7,18.7,42654,42.654,6.8,49.4,37.4,13.3,95,3.7,.6,1.2,-999999999,1,2
"Oklahoma City, OK  Metro Area",2,1227278,7,4,21.1,29.9,87.2,27.2,45109,45.109,5.3,50.6,34.2,12,80.2,11.5,7.1,3.6,.2,3.5,10.1
"Olean, NY  Micro Area",1,79689,5,3,21.3,27.7,85.4,16.5,38551,38.551,8.8,50.7,40.8,15.6,94.8,2,3.3,.9,-999999999,.3,1.3
"Olympia, WA  Metro Area",2,250979,1,1,25.2,28.4,91.5,30.1,58541,58.541,5.3,50.9,38.4,12.3,88.5,3.8,3.1,6.6,.9,2.1,6.4
"Omaha-Council Bluffs, NE-IA  Metro Area",2,849491,3,2,19.8,31.9,90.5,31.7,52277,52.277,7.1,50.5,34.3,11.1,85.8,8.4,1.4,2.5,.1,4.2,7.9
"Opelousas-Eunice, LA  Micro Area",1,92326,7,4,25.8,33.4,73.4,12.5,34559,34.559,13.2,52.2,35.7,13.9,57,42.7,-999999999,-999999999,-999999999,-999999999,1.4
"Orangeburg, SC  Micro Area",1,90112,9,4,20.9,27.8,77.8,17.7,34199,34.199,8.5,53.2,37.8,15.3,36.1,62.5,-999999999,.7,-999999999,.9,1.6
"Orlando-Kissimmee, FL  Metro Area",2,2082421,9,4,27,29.1,87.4,26.6,46946,46.946,5.5,50.5,36.1,13.3,75.5,16.3,.9,4.3,.2,5.2,23.8
"Oshkosh-Neenah, WI  Metro Area",2,163370,4,2,17.6,30,89.5,23.9,46558,46.558,5.6,50,36.9,12.6,95.6,1.9,.9,2.3,-999999999,.4,3.3
"Ottawa-Streator, IL  Micro Area",1,153699,4,2,21.5,28.8,88.1,15.4,51705,51.705,5.5,50.7,40.7,16.5,96.5,2,.6,.9,-999999999,2.7,7.3
"Owensboro, KY  Metro Area",2,112750,8,4,18.2,30,87.5,15.9,42254,42.254,7.9,51.2,38.6,14.6,95,4.9,.8,.7,-999999999,.5,1.6
"Owosso, MI  Micro Area",1,70006,4,2,27.2,29.3,89.8,14.1,41083,41.083,4.3,50.5,40.1,14.2,99,.9,1,-999999999,-999999999,-999999999,2
"Oxnard-Thousand Oaks-Ventura, CA  Metro Area",2,802983,1,1,24,36.7,83.1,31,71723,71.723,4.3,49.8,36.6,11.8,75.2,2.5,2,7.8,.4,15.9,38.5
